src,tgt,hyp,ref,task,label
Вызовите такси.,Call a cab.,Call a taxi.,either,MT,0
Это ты дверь закрыл?,Were you the one who closed the door?,Did you close the door?,either,MT,1
"Когда глупость считается патриотизмом, быть умным – небезопасно.","When stupidity is considered patriotism, it is unsafe to be intelligent.","When stupidity is considered patriotism, being smart is not safe.",either,MT,0
Для меня это слишком сложно.,It's too difficult for me.,It's too difficult for me.,either,MT,0
Мы должны всегда отстаивать наши права.,We must always stand up for our rights.,We must always defend our rights.,either,MT,0
"Давайте быстрей, а то в школу опоздаете.","Hurry up, or you'll be late for school.","Faster, or you'll be late for school.",either,MT,0
"Позвольте мне обьяснить, что будет дальше.",Let me explain what's going to happen.,Let me explain what happens next.,either,MT,0
"Ничего, если я вас сфотографирую?",Would it be all right if I took your picture?,"No, if I'm with you?",either,MT,1
Не запирай дверь.,Don't lock the door.,Don't lock the door.,either,MT,0
Не запирай дверь.,Don't lock the door.,Don't lock the door.,either,MT,0
"Том купил себе бутылку воды, а Мэри упаковку молока.",Tom bought a bottle of water for himself and a carton of milk for Mary.,"Tom bought himself a bottle of water, and Mary a pack of milk.",either,MT,0
Она надела очки.,She put her glasses on.,She's wearing glasses.,either,MT,1
«У всех есть недостатки». – «У меня нет».,"Everybody has flaws. ""I don't.""",Everyone has flaws. I don't have any.,either,MT,0
"Конечно, я сдержал обещание.","Of course, I kept my promise.",Of course I kept my promise.,either,MT,0
Я заставлю его заплатить деньги.,I will make him pay the money.,I'll make him pay the money.,either,MT,0
Вам надо просто подождать.,You just have to wait.,You just have to wait.,either,MT,0
Я стараюсь вести активный образ жизни.,I try to lead an active lifestyle.,I try to live an active life.,either,MT,0
Каковы преимущества твоего метода?,What are the benefits of your method?,What are the advantages of your method?,either,MT,0
"Мужчина, которого я встретил, - юрист.",The man I met is a lawyer.,The man I met is a lawyer.,either,MT,0
"Знаете, почему Том не доверяет Мэри?",Do you know why Tom doesn't trust Mary?,Do you know why Tom doesn't trust Mary?,either,MT,0
Как долго я смогу здесь оставаться?,How long may I stay here?,How long can I stay here?,either,MT,0
Том мой близкий друг.,Tom is a close friend of mine.,Tom is my best friend.,either,MT,1
"Том надеется, что всем понравится его вечеринка.",Tom hopes everyone will enjoy his party.,Tom hopes everyone will enjoy his party.,either,MT,0
Мы Тома не виним.,We don't blame Tom.,We're not blaming Tom.,either,MT,1
Мы завсегдатаи.,We're regulars.,We're all set.,either,MT,1
Что вы возьмёте с собой?,What are you going to take with you?,What are you taking with you?,either,MT,0
У меня четыре брата.,I have four brothers.,I have four brothers.,either,MT,0
"К сожалению, эта книга вся распродана.","Sorry, the book is out of stock.","Unfortunately, this book is sold out.",either,MT,0
Том и Мэри оба ушли из жизни.,Both Tom and Mary passed away.,Tom and Mary both died.,either,MT,0
Я египтолог.,I am an Egyptologist.,I'm an Egyptologist.,either,MT,0
"Можешь брать мою машину, когда хочешь.",You can borrow my car whenever you want to.,You can take my car anytime you want.,either,MT,0
Я с Томом не разговаривал.,I didn't talk to Tom.,I didn't talk to Tom.,either,MT,0
Он в прошлом месяце потерял работу.,He lost his job last month.,He lost his job last month.,either,MT,0
Кто изобрёл бинокль?,Who invented binoculars?,Who invented binoculars?,either,MT,0
Где находится Намибия?,Where is Namibia?,Where is Namibia?,either,MT,0
Мне надо было оставить Тому записку.,I should've left Tom a note.,I should have left Tom a note.,either,MT,0
"Вы уверены, что вы этого не говорили?",Are you sure that you didn't say that?,Are you sure you didn't say that?,either,MT,0
"Не думаю, что Том потерялся.",I don't think Tom is lost.,I don't think Tom is lost.,either,MT,0
Я не хотел огорчить Тома.,I didn't want to upset Tom.,I didn't want to upset Tom.,either,MT,0
Вина лежала на Томе.,Tom was at fault.,Tom was to blame.,either,MT,0
Том точит свой карандаш.,Tom is sharpening his pencil.,Tom is sharpening his pencil.,either,MT,0
Мы можем поговорить.,We can talk.,We can talk.,either,MT,0
"У Тома была сестра, которая умерла, когда ей было три года.",Tom had a sister who died when she was three.,Tom had a sister who died when she was three years old.,either,MT,0
"Пожалуйста, оставайтесь на связи.",Please keep in touch.,Please stay in touch.,either,MT,0
Мы не выиграли.,We didn't win.,We didn't win.,either,MT,0
Частные случаи мы не берём.,We do not consider specific cases.,We don't take private cases.,either,MT,1
Выпусти кота.,Let the cat out.,Let the cat out.,either,MT,0
Тома уволили из-за обвинения в сексуальных домогательствах.,Tom was fired over a sexual harassment allegation.,Tom was fired for sexual assault charges.,either,MT,0
Ты когда-нибудь давал Тому деньги в долг?,Have you ever lent money to Tom?,Have you ever lent Tom money in debt?,either,MT,0
Какую одежду ты любишь носить?,What kind of clothes do you like to wear?,What kind of clothes do you like to wear?,either,MT,0
Ваш дом выставлен на продажу.,Your house is for sale.,Your house is for sale.,either,MT,0
Мы не ленивы.,We're not lazy.,We're not lazy.,either,MT,0
Соседская собака всё время лает.,The neighbour's dog constantly barks.,The neighbor's dog barks all the time.,either,MT,0
Как зовут твоего младшего брата?,What's your younger brother's name?,What's your younger brother's name?,either,MT,0
Том каждый день ест на обед одно и то же.,Tom eats the same thing for lunch every day.,Tom eats the same thing for lunch every day.,either,MT,0
Я испёк это печенье для них.,I baked these cookies for them.,I baked this cookie for them.,either,MT,1
"Вы мне не рассказывали, что Том говорит по-французски.",You didn't tell me Tom speaks French.,You didn't tell me Tom spoke French.,either,MT,0
Не играйте с ними в покер.,Don't play poker with them.,Don't play poker with them.,either,MT,0
"Скажи ей, что я болен.",Tell her I'm sick.,Tell her I'm sick.,either,MT,0
Я могу подтвердить его невиновность.,I can attest to his innocence.,I can confirm his innocence.,either,MT,0
У нас такая уже есть.,We already have one.,We already have one.,either,MT,0
Можешь помочь мне перевести эти предложения на китайский?,Can you help me translate these sentences in Chinese?,Can you help me translate these sentences into Chinese?,either,MT,1
Какую музыку вы обычно слушаете в машине?,What kind of music do you usually listen to while driving?,What kind of music do you usually listen to in your car?,either,MT,0
Дайте мне номер рядом с лифтом.,Give me a room near the elevator.,Give me the room next to the elevator.,either,MT,1
Мы покрасим забор завтра.,We will paint the fence tomorrow.,We'll paint the fence tomorrow.,either,MT,0
Я в России.,I am in Russia.,I'm in Russia.,either,MT,0
Я работаю на благо общества.,I work for public welfare.,I work for the good of society.,either,MT,0
"Вы же знаете, что случилось?","You know what happened, don't you?","You know what happened, right?",either,MT,0
"Том мёртв, но жизнь продолжается.","Tom is dead, but life goes on.","Tom is dead, but life goes on.",either,MT,0
"Том сказал, что он тоже так сделает.","Tom said that he'd do that, too.",Tom said he would do the same.,either,MT,0
Кто рассказал тебе историю?,Who told you the story?,Who told you the story?,either,MT,0
Он разрешил им гулять по саду.,He permitted them to walk in the garden.,He let them walk in the garden.,either,MT,0
Давай ещё немного побудем.,Let's stay a little bit longer.,Let's just stay a little longer.,either,MT,0
У Тома голос похож на женский.,Tom's voice sounds like a woman's.,Tom's voice is like a woman's.,either,MT,0
Он её не забыл.,He didn't forget her.,He didn't forget her.,either,MT,0
"Я не могу пойти с тобой, так как я очень занят.",I can't go with you because I'm very busy.,I can't go with you because I'm very busy.,either,MT,0
Они пытались скрыть своё беспокойство.,They tried to hide their anxiety.,They tried to hide their concern.,either,MT,0
"Джейн спросила Мэри, не осталась ли бы она у неё переночевать.",Jane asked Mary whether she'd like to stay at her place for the night.,Jane asked Mary if she would stay with her for the night.,either,MT,1
Срочно требуются добровольцы.,There's an urgent need for volunteers.,Volunteers are needed now.,either,MT,0
Вас могли видеть.,Someone might've seen you.,You could have been seen.,either,MT,0
"Я знаю, что я вам не нравлюсь.",I know you don't like me.,I know you don't like me.,either,MT,0
Какое твоё любимое дикое животное?,What's your favorite wild animal?,What's your favorite wild animal?,either,MT,0
Мы отполировали нашу обувь.,We polished our shoes.,We polished our shoes.,either,MT,0
Спросите кого-нибудь ещё.,Ask somebody else.,Ask someone else.,either,MT,0
Кто ещё хочет пойти в зоопарк?,Who else wants to go to the zoo?,Who else wants to go to the zoo?,either,MT,0
"Я надеялся, что Том не выиграет.",I hoped Tom wouldn't win.,I was hoping Tom wouldn't win.,either,MT,0
Есть острая необходимость в питьевой воде.,There is an urgent need for drinking water.,There is a pressing need for drinking water.,either,MT,0
"Смотрите, что со мной случилось.",Look what happened to me.,Look what happened to me.,either,MT,0
Я люблю пить чай из крапивы.,I like to drink nettle tea.,I like to drink crab tea.,either,MT,1
Мы не продаём разливное пиво.,We don't sell draft beer.,We don't sell sparkling beer.,either,MT,1
"Я знаю, как тебе помочь.",I know how to help you.,I know how to help you.,either,MT,0
Я подарю тебе велосипед на день рождения.,I will get you a bike for your birthday.,I'll give you a bike for your birthday.,either,MT,0
"Не думаю, что мне нужно чьё-либо разрешение, чтобы это сделать.",I don't think I need anyone's permission to do that.,I don't think I need anyone's permission to do that.,either,MT,0
Том этим уже занимается.,Tom is already doing that.,Tom is already doing this.,either,MT,0
Оно растёт.,It's getting bigger.,It's growing.,either,MT,1
"Я не знаю, откуда у неё мой телефон.",I don't know how she got my phone number.,I don't know where she got my phone.,either,MT,0
О чём Том просил?,What did Tom ask for?,What did Tom ask for?,either,MT,0
"Том не мог видеть, что делала Мэри.",Tom wasn't able to see what Mary was doing.,Tom couldn't see what Mary was doing.,either,MT,0
Здесь раньше была почта.,There used to be a post office here.,There used to be a post office here.,either,MT,0
Мир полон проблем.,The world is full of problems.,The world is full of problems.,either,MT,0
"Уверена, что вы не удивлены.",I'm sure you're not surprised.,I'm sure you're not surprised.,either,MT,0
Говори по-русски правильно!,Speak Russian correctly!,Speak Russian right!,either,MT,0
Том смог самостоятельно добраться до больницы.,Tom was able to get to the hospital on his own.,Tom was able to get to the hospital on his own.,either,MT,0
Бостон вам понравится.,You'll like Boston.,You're going to like Boston.,either,MT,0
"Думаю, я начну с бутылки пива.",I think I'll start with a bottle of beer.,I think I'll start with a beer bottle.,either,MT,0
Том - храбрый парень.,Tom is a brave guy.,Tom is a brave guy.,either,MT,0
"Я боюсь, что-то не так с Томом.",I'm afraid that something is wrong with Tom.,I'm afraid there's something wrong with Tom.,either,MT,0
"Мэри понравилась Тому сразу, как только он её встретил.",Tom liked Mary as soon as he met her.,Mary liked Tom as soon as he met her.,either,MT,1
"Нет, она никогда не влюблялась.","No, she has never fallen in love.","No, she's never been in love.",either,MT,0
Моя мама наконец пришла домой.,My mother finally came home.,My mom finally came home.,either,MT,0
"Боюсь, твой план не будет работать.",I'm afraid your plan will not work.,I'm afraid your plan won't work.,either,MT,0
"Том предлагает, чтобы мы подождали здесь.",Tom suggests that we wait here.,Tom suggests that we wait here.,either,MT,0
Откройте дверь!,Open the door!,Open the door!,either,MT,0
Ты джентльмен.,You're a gentleman.,You are a gentleman.,either,MT,0
Эти перчатки принадлежат ему.,These gloves belong to him.,These gloves belong to him.,either,MT,0
Как выглядит её муж?,What does her husband look like?,What does her husband look like?,either,MT,0
Нож неплохо режет.,The knife cuts pretty well.,The knife is good for cutting.,either,MT,1
"Юдит - более сильная шахматистка, чем Жужа.",Judit is a stronger chess player than Zsuzsa.,Judith is a stronger chess player than Juja.,either,MT,1
Полиция обнаружила Тома мёртвым на крыльце.,The police found Tom dead on the porch.,The police found Tom dead on the porch.,either,MT,0
Передай ей от меня привет.,Give my love to her.,Say hi to her from me.,either,MT,1
Это город или страна?,Is it a city or a country?,Is this a city or a country?,either,MT,1
"Угощайся печеньем, Том.","Help yourself to the cookies, Tom.","Enjoy the cookie, Tom.",either,MT,0
Какой долгий полёт!,What a long flight!,What a long flight!,either,MT,0
Это просто глупо.,That's just stupid.,This is just stupid.,either,MT,0
"Я знаю, что тебе ещё нет восемнадцати.",I know that you're under 18.,I know you're not 18.,either,MT,0
Я чихнул около двадцати раз.,I sneezed about twenty times.,I've spit about 20 times.,either,MT,1
Том и Мэри выглядят здоровыми.,Tom and Mary look healthy.,Tom and Mary look healthy.,either,MT,0
Том спит. Разбудить его?,Tom is asleep. Should I wake him up?,Tom is asleep. Can I wake him up?,either,MT,1
Здесь произошло не это.,That's not what happened here.,That's not what happened here.,either,MT,0
Вы нам мешаете.,You're bothering us.,You're in the way.,either,MT,0
У меня такие когда-то были.,I had those once.,I used to have one.,either,MT,1
Никто не хочет быть в команде Тома.,No one wants to be on Tom's team.,No one wants to be on Tom's team.,either,MT,0
Не позволяй детям играть около пруда.,Don't let the children go near the pond.,Don't let the kids play near the pond.,either,MT,1
"Не думаю, что могу идти быстрее.",I don't think that I can walk any faster.,I don't think I can go any faster.,either,MT,0
Она любит принимать ванну с лепестками роз.,She likes to take a bath with rose petals.,She likes to take a bath with rose petals.,either,MT,0
Это Том нарисовал эту картину.,Tom is the one who drew this picture.,Tom painted this picture.,either,MT,0
Ты уже сделал Мэри предложение?,Have you proposed to Mary yet?,Have you proposed to Mary yet?,either,MT,0
У него очень низкий голос.,His voice is really deep.,He has a very low voice.,either,MT,1
"Ты узнал, какая у Тома зарплата?",Did you find out what Tom's salary is?,Did you find out what Tom's salary is?,either,MT,0
Повсюду было тихо.,It was quiet everywhere.,It was quiet everywhere.,either,MT,0
Возьмите мой.,Take mine.,Take mine.,either,MT,0
Том сегодня спал до полудня.,Tom slept until noon today.,Tom slept until noon today.,either,MT,0
Почему ты прыгаешь?,Why are you jumping?,Why are you jumping?,either,MT,0
У меня нет старшей сестры.,I don't have an older sister.,I don't have an older sister.,either,MT,0
"Я думаю, Том по-прежнему без работы.",I think Tom is still unemployed.,I think Tom is still out of a job.,either,MT,0
"Скажи ей, что я над ней прикалываюсь.",Tell her that I am joking with her.,Tell her I'm kidding her.,either,MT,0
"Начнём, как только она придёт.",We'll start as soon as she comes.,We'll start as soon as she gets here.,either,MT,0
Давай оставим это до завтра.,Let's leave it till tomorrow.,Let's leave this till tomorrow.,either,MT,0
"Том сказал, что Мэри, скорее всего, победит.",Tom said Mary would most likely win.,Tom said Mary was more likely to win.,either,MT,1
Я написала Тому в личку.,I wrote Tom a PM.,I wrote Tom in the face.,either,MT,1
Ты обещала всегда любить меня.,You promised to always love me.,You promised to always love me.,either,MT,0
Татоэба долго грузится.,It takes a long time for the Tatoeba website to display.,Tatoeba is a long time loading.,either,MT,1
Почему я всё время делаю глупые ошибки?,Why do I keep making stupid mistakes?,Why do I make stupid mistakes all the time?,either,MT,0
Том оторвал половые доски лапчатым ломом.,Tom ripped up the floorboards with a crowbar.,Tom tore the sex plates apart with a sticky piece of paper.,either,MT,1
Как же я это проморгал?,How did I miss it?,How did I get this?,either,MT,1
Могу я увидеть Тома?,May I see Tom?,Can I see Tom?,either,MT,0
У вас шесть непрочитанных сообщений.,You have six unread messages.,You have six unread messages.,either,MT,0
Том - паломник.,Tom is a pilgrim.,Tom is a pilgrim.,either,MT,0
Смерть отменяет всё.,Death cancels everything.,Death can do away with everything.,either,MT,0
Есть сообщение?,Is there a message?,Is there a message?,either,MT,0
"Папа, я хочу быть космонавтом!","Dad, I want to be an astronaut!","Dad, I want to be an astronaut!",either,MT,0
"На подносе не должно быть ничего, кроме еды!",There should be nothing on the tray except food!,There's nothing on the tray except food!,either,MT,1
Она талантливая певица.,She's a talented singer.,She's a talented singer.,either,MT,0
Том тоже был в машине.,Tom was in the car as well.,"Tom was in the car, too.",either,MT,0
Ты их напугал.,You scared them.,You scared them.,either,MT,0
Нам пришлось отложить пикник.,We had to postpone the picnic.,We had to postpone the picnic.,either,MT,0
Мы видели множество необычных растений в ботаническом саду.,We saw many unusual plants in the botanical garden.,We saw a lot of unusual plants in the botanical garden.,either,MT,0
Несколько человек нам помогли.,A few people have helped us.,A few people helped us.,either,MT,1
Почему вы отказались это делать?,Why did you refuse to do that?,Why did you refuse to do that?,either,MT,0
Том как белая ворона.,Tom sticks out like a sore thumb.,Tom is like a white crow.,either,MT,1
"Том сказал, что он не один.",Tom said that he wasn't alone.,Tom said he wasn't alone.,either,MT,0
Напиши своё имя на обложке тетради.,Write your name on the front of your notebook.,Write your name on the cover of the notebook.,either,MT,0
"Похоже, Том мало что знал о Мэри.",Tom didn't seem to know very much about Mary.,It seems Tom knew little about Mary.,either,MT,0
Я говорил ей не делать этого.,I told her not to do that.,I told her not to do that.,either,MT,0
Том никогда не пропускал школу.,Tom has never been absent from school.,Tom never missed school.,either,MT,0
"Перестань это делать, Том.","Stop doing that, Tom.","Stop doing that, Tom.",either,MT,0
"Похоже, Том хочет быть учителем.",It seems that Tom wants to be a teacher.,It seems Tom wants to be a teacher.,either,MT,0
"Сомневаюсь, чтобы эта ветка смогла выдержать твой вес.",I doubt that branch can support your weight.,I doubt that branch can handle your weight.,either,MT,0
Давайте уже есть!,Let's eat already!,Let's eat!,either,MT,0
"Важно, чтобы ты понимал.",It's important that you understand.,It's important that you understand.,either,MT,0
Я хожу быстрее тебя.,I walk faster than you.,I'm going faster than you.,either,MT,0
Кому вы собираетесь это продать?,Who are you going to sell this to?,Who are you going to sell this to?,either,MT,0
Ей нужно такси.,She needs a taxi.,She needs a cab.,either,MT,0
Оно нам сейчас не нужно.,We don't need it now.,We don't need it right now.,either,MT,1
Вы могли остаться в Бостоне.,You could've stayed in Boston.,You could have stayed in Boston.,either,MT,0
Все наши попытки были впустую.,All our attempts were in vain.,All our efforts were in vain.,either,MT,0
"Сомневаюсь, что Том и Мэри всё ещё дома.",I doubt that Tom and Mary are still home.,I doubt that Tom and Mary are still home.,either,MT,0
"Я не хочу, чтобы Том был здесь.",I don't want Tom here.,I don't want Tom to be here.,either,MT,0
А теперь меня слышно?,Can you hear me now?,Can you hear me now?,either,MT,0
"Кто здесь не знает, как это делается?",Who here doesn't know how to do this?,Who doesn't know how to do this?,either,MT,0
"Я думаю, Том до сих пор живёт в Бостоне.",I think Tom is still living in Boston.,I think Tom still lives in Boston.,either,MT,0
Он в жёлтом жилете.,He's wearing a yellow vest.,He's in a yellow vest.,either,MT,0
"Тому сказали, что он слишком низкий.",Tom was told that he was too short.,Tom was told he was too low.,either,MT,1
"Том сжигает в своей печи как дерево, так и уголь.",Tom burns both wood and coal in his stove.,Tom burns both wood and coal in his oven.,either,MT,1
Вы это быстро сделали.,You did that quickly.,You did it fast.,either,MT,0
Не шути.,Don't kid around.,Don't mess with me.,either,MT,1
Давай разведемся.,Let's get divorced.,Let's get a divorce from him.,either,MT,1
Она их боится.,She's afraid of them.,She's afraid of them.,either,MT,0
Том борется за жизнь.,Tom has been fighting for his life.,Tom is fighting for his life.,either,MT,0
Том пересёк Атлантику.,Tom crossed the Atlantic Ocean.,Tom crossed the Atlantic.,either,MT,0
"По-моему, это лиса, а не собака.","I think it's a fox, not a dog.","I think it's a fox, not a dog.",either,MT,0
«Ты не можешь это носить». — «Почему нет?»,"You can't wear that. ""Why not?""",You can't wear this. Why not?,either,MT,1
Ты блондинок предпочитаешь или брюнеток?,Do you prefer blondes or brunettes?,Do you prefer a blonde or a brunette?,either,MT,0
Мы сняли наши шляпы.,We took off our hats.,We took our hats off.,either,MT,0
У меня собака сумасшедшая.,My dog is mad.,My dog is crazy.,either,MT,0
Как вы отключили сигнализацию?,How did you turn off the alarm?,How did you turn off the alarm?,either,MT,0
Я за него в ответе.,I'm responsible for him.,I'm responsible for him.,either,MT,0
Это не лучший ответ.,That isn't the best answer.,That's not the best answer.,either,MT,0
Оба моих перевода годятся?,Do both of my translations match?,Do both of my translations fit?,either,MT,1
Я просто констатирую факты.,I'm simply stating the facts.,I'm just stating the facts.,either,MT,0
"Похоже, Том хочет быть учителем.",It seems that Tom wants to be a teacher.,It seems Tom wants to be a teacher.,either,MT,0
Он родился в семь часов утра 5 июня 1970 года.,He was born at seven on the morning of June 5 in 1970.,"He was born at seven in the morning on June 5, 1970.",either,MT,0
"Это то, чего Том больше всего боится.",That's what Tom fears the most.,That's what Tom's most afraid of.,either,MT,0
"К сожалению, это правда.","Unfortunately, it's true.","Unfortunately, that's true.",either,MT,0
"Почему это от одной небрежно брошенной спички может начаться лесной пожар, а на то, чтобы разжечь костёр, уходит целая коробка?","How is it that one careless match can start a forest fire, but it takes a whole box to start a campfire?",Why is it that a single carelessly discarded match can start a forest fire and a whole box is needed to burn the fire?,either,MT,1
"Почему ты думаешь, что Тому это нравится?",Why do you think Tom likes it?,Why do you think Tom likes that?,either,MT,0
Я принёс это вам.,I brought this for you.,I brought you this.,either,MT,0
"Взгляни на книги, которые я купила.",Have a look at the books I bought.,Look at the books I bought.,either,MT,0
Вы можете поймать рыбу?,Can you catch a fish?,Can you catch a fish?,either,MT,0
Хочешь ещё раз попробовать?,Do you want to try again?,You want to try it again?,either,MT,0
Том очень щедрый человек.,Tom is a very generous man.,Tom is a very generous man.,either,MT,0
Им всем нужно внимание.,They all need attention.,They all need attention.,either,MT,0
"Мы с Томом не виделись с тех пор, как развелись.",Tom and I haven't seen each other since our divorce.,Tom and I haven't seen each other since we divorced.,either,MT,0
Она их стирает.,She's washing them.,She's washing them.,either,MT,0
Он обхватил колени руками.,He hugged his knees.,He hugged his knees with his hands.,either,MT,0
Капитан управляет своим кораблем и командой.,A captain controls his ship and its crew.,The captain controls his ship and crew.,either,MT,1
Сколько ещё людей знает об этом?,How many other people know about this?,How many more people know about this?,either,MT,0
Названа стоимость билетов на поезд в Крым.,The cost of train tickets to the Crimea was announced.,The price of train tickets to Crimea is mentioned.,either,MT,1
Почему ты в пижаме?,Why are you in your pajamas?,Why are you in your pajamas?,either,MT,0
Том был повержен.,Tom has been defeated.,Tom was defeated.,either,MT,1
Вы можете коротко описать Тома?,Can you describe Tom briefly?,Can you briefly describe Tom?,either,MT,0
"Том знал, где он.",Tom knew where he was.,Tom knew where he was.,either,MT,0
"Кто здесь не знает, что делать?",Who here doesn't know what to do?,Who doesn't know what to do?,either,MT,0
Сегодня столько всего произошло.,"Today, many things happened.",So much happened today.,either,MT,0
Ты его купишь?,Will you buy it?,You're going to buy it?,either,MT,0
Я её разбил.,I broke it.,I broke it.,either,MT,0
"Учти, что, уйдя, ты уже никогда не сможешь вернуться.","Keep in mind that, when you leave, you'll never be able to come back.","Remember, you're never going back.",either,MT,1
"То, с чем Элис столкнулась, ожидая ответа, было внезапным воем. Это был гулкий шум, настолько резкий, чтобы разорвать ее барабанные перепонки, и настолько громкий, чтобы достигнуть небес.","What Alice, waiting for a reply, was faced with was a sudden howl. It was a resounding noise, sharp as to burst her ear drums, loud as to reach unto the heavens.","What Alice encountered while waiting for an answer was a sudden roar, a loud noise, so loud it broke her drum strings, and so loud it reached the heavens.",either,MT,1
Я тоже такую хочу.,"I want one, too.","I want one of those, too.",either,MT,0
"Я собираюсь поговорить с Томом, когда он вернётся домой.",I'm going to talk to Tom when he returns home.,I'm going to talk to Tom when he gets home.,either,MT,0
Я заплатила за Тома.,I paid for Tom.,I paid for Tom.,either,MT,0
Я бы с тобой согласился. но тогда мы бы оба ошибались.,"I'd agree with you, but then we'd both be wrong.","I'd agree with you, but then we'd both be wrong.",either,MT,0
Население Гонконга составляет свыше семи миллионов человек.,The population of Hong Kong is in excess of seven million.,Hong Kong has a population of over seven million.,either,MT,0
Он скрывает свои истинные чувства под маской безразличия.,He hides his true feelings under the guise of indifference.,He hides his true feelings under the guise of indifference.,either,MT,0
"Том ещё не выбрал, куда ему поступать?",Has Tom chosen where he's going to apply yet?,Has Tom not yet decided where to go?,either,MT,1
"Вообще-то, я шутил.","Actually, I was joking.","Actually, I was joking.",either,MT,0
Зачем ты сбрил бороду?,Why did you shave off your beard?,Why did you shave your beard?,either,MT,0
Чай ещё не остыл.,The tea is still hot.,The tea is not yet boiled.,either,MT,1
"Ты знаешь, что это?",Do you know what it is?,Do you know what this is?,either,MT,0
Ничего плохого не случилось.,Nothing bad happened.,Nothing bad happened.,either,MT,0
Почему бы нам не сыграть на слух?,Why don't we play it by ear?,Why don't we play it by ear?,either,MT,0
Почему Том оставил дверь открытой?,Why did Tom leave the door open?,Why did Tom leave the door open?,either,MT,0
"Я знаю, что ты поцеловала Тома.",I know you kissed Tom.,I know you kissed Tom.,either,MT,0
Год спустя Том умер от сердечного приступа.,Tom died of a heart attack a year later.,A year later Tom died of a heart attack.,either,MT,0
Она принесла метлу.,She brought a broom.,She brought the brass.,either,MT,1
"Чем быстрее он это сделает, тем лучше.","The sooner he does that, the better.","The sooner he does it, the better.",either,MT,0
"Это было для Тома, а не для вас.","It was for Tom, not for you.","It was for Tom, not you.",either,MT,0
"Два билета до Сан-Диего, пожалуйста.","Two tickets to San Diego, please.","Two tickets to San Diego, please.",either,MT,0
Вас могли видеть.,Someone might've seen you.,You could have been seen.,either,MT,0
Я не могу делать эту работу без тебя.,I can't do this job without you.,I can't do this job without you.,either,MT,0
Ах да. Моя собака иногда перекидывается в йети-людоеда. Не обращай внимания.,Oh yeah. My dog shapeshifts into a man-eating yeti at times. Just ignore it.,My dog sometimes turns into a yeti-eater.,either,MT,1
Зачем нам нужны деньги?,What do we need money for?,Why do we need money?,either,MT,0
"Для меня безразлично, в костюме ты или нет.",It makes no difference to me whether you wear a suit or not.,I don't care if you're in a suit or not.,either,MT,0
Моя мама всегда меня любила.,My mom always loved me.,My mother always loved me.,either,MT,0
Том спит на животе.,Tom sleeps on his stomach.,Tom sleeps for life.,either,MT,1
"Я бы очень хотел, чтобы Вы остались.",I'd like it very much if you'd stay.,I really wish you'd stay.,either,MT,0
Мы не умеем ими пользоваться.,We don't know how to use them.,We don't know how to use them.,either,MT,0
Спроси у кого-нибудь ещё.,Ask someone else.,Ask someone else.,either,MT,0
"Если ты не идёшь, я тоже не пойду.","If you don't go, I won't, either.","If you don't go, I won't either.",either,MT,0
Ботинки Тома были в грязи.,Tom had mud on his shoes.,Tom's shoes were in the dirt.,either,MT,1
"Как вы думаете, как скоро мы сможем достичь своей цели?",How soon do you think we can reach our goal?,How soon do you think we can reach our goal?,either,MT,0
Почему бы нам не поменяться местами?,Why don't we switch seats?,Why don't we switch places?,either,MT,0
Я расскажу тебе один секрет.,I'm going to tell you a secret.,I'll tell you a secret.,either,MT,0
Это чистая правда!,That is the absolute truth!,That's the truth!,either,MT,1
"Как жизнь, Майк? - ""Меня Том зовут"".","How are you doing, Mike? ""My name is Tom.""","How's life, Mike? ""My name is Tom"".",either,MT,1
Вы не пингвин.,You are not a penguin.,You're not a penguin.,either,MT,0
Мы смотрели ТВ.,We watched TV.,We were watching TV.,either,MT,1
"Том не сделает этого, пока ты его не попросишь.",Tom won't do that until you ask him.,Tom won't do that until you ask him.,either,MT,0
"К сожалению, мне так и не удалось с ними познакомиться.","Unfortunately, I never got to meet them.","Unfortunately, I never got to meet them.",either,MT,0
Миска наполнена водой.,The bowl is filled with water.,The bowl is full of water.,either,MT,0
"Сальма утверждала, что помнит все детали, связанные с её немецкой семьёй в её предыдущем воплощении.",Salma claimed that she remembers details of her German family in her previous life.,Salma claimed to remember all the details of her German family in her previous incarnation.,either,MT,1
"Она навещала старика в больнице каждый день, кроме воскресенья.",She visited the old man in hospital every day apart from Sundays.,She visited the old man in the hospital every day except Sunday.,either,MT,1
Это длинное путешествие.,It's a long journey.,It's been a long journey.,either,MT,1
Мы сделаем домашнее задание.,We'll do our homework.,We'll do our homework.,either,MT,0
Ты просил Фому остановиться?,Did you ask Tom to stop?,Did you ask Fomo to stop?,either,MT,1
Я живу на ферме.,I live on a farm.,I live on a farm.,either,MT,0
"Том сказал мне, что он потерялся.",Tom told me that he was lost.,Tom told me he was lost.,either,MT,0
"Там никого не было, кроме Тома.",No one was there except for Tom.,There was no one there except Tom.,either,MT,0
"Вы уверены, что оставили сумку здесь?",Are you sure that you left your bag here?,Are you sure you left the bag here?,either,MT,1
"Том не рассказал нам, как это произошло.",Tom didn't tell us how it happened.,Tom didn't tell us how it happened.,either,MT,0
Никто не хочет быть в команде Тома.,No one wants to be on Tom's team.,No one wants to be on Tom's team.,either,MT,0
Я её купил.,I bought it.,I bought it.,either,MT,0
Как мы её найдём?,How are we going to find her?,How are we gonna find her?,either,MT,0
